74.138.244.12 syn-074-138-244-012.res.spectrum.com
108.239.44.231 108-239-44-231.lightspeed.lsvlky.sbcglobal.net
76.41.229.143 syn-076-041-229-143.res.spectrum.com
98.72.1.130 adsl-098-072-001-130.sip.mia.bellsouth.net
98.27.232.132 syn-098-027-232-132.res.spectrum.com
98.72.0.167 adsl-098-072-000-167.sip.mia.bellsouth.net
184.54.192.252 syn-184-054-192-252.res.spectrum.com
96.28.38.144 syn-096-028-038-144.res.spectrum.com
24.26.63.187 syn-024-026-063-187.res.spectrum.com
104.52.13.58 104-52-13-58.lightspeed.lsvlky.sbcglobal.net
96.28.36.77 syn-096-028-036-077.res.spectrum.com
74.136.3.185 syn-074-136-003-185.res.spectrum.com
174.101.213.56 syn-174-101-213-056.res.spectrum.com
74.138.227.117 syn-074-138-227-117.res.spectrum.com
12.109.95.48 12.109.95.48
184.54.195.89 syn-184-054-195-089.res.spectrum.com
172.3.204.68 172-3-204-68.lightspeed.lsvlky.sbcglobal.net
192.60.117.35 syn-192-060-117-035.res.spectrum.com
184.54.214.243 syn-184-054-214-243.res.spectrum.com
12.207.140.45 12.207.140.45
74.136.2.243 syn-074-136-002-243.res.spectrum.com
76.35.185.250 syn-076-035-185-250.res.spectrum.com
184.54.211.76 syn-184-054-211-076.res.spectrum.com
74.175.246.157 74.175.246.157
104.3.9.44 104-3-9-44.lightspeed.lsvlky.sbcglobal.net
74.138.251.68 syn-074-138-251-068.res.spectrum.com
74.129.249.203 syn-074-129-249-203.res.spectrum.com
74.142.197.81 syn-074-142-197-081.biz.spectrum.com
172.3.206.31 172-3-206-31.lightspeed.lsvlky.sbcglobal.net
74.138.248.212 syn-074-138-248-212.res.spectrum.com
74.136.8.171 syn-074-136-008-171.res.spectrum.com
108.255.16.86 108.255.16.86
74.175.246.104 74.175.246.104
74.136.15.168 syn-074-136-015-168.res.spectrum.com
70.228.93.47 70-228-93-47.lightspeed.lsvlky.sbcglobal.net
107.133.216.9 107-133-216-9.lightspeed.rcsntx.sbcglobal.net
172.3.203.210 172-3-203-210.lightspeed.lsvlky.sbcglobal.net
184.54.205.229 syn-184-054-205-229.res.spectrum.com
74.138.226.151 syn-074-138-226-151.res.spectrum.com
76.177.167.248 syn-076-177-167-248.res.spectrum.com
172.3.207.96 172-3-207-96.lightspeed.lsvlky.sbcglobal.net
172.3.204.158 172-3-204-158.lightspeed.lsvlky.sbcglobal.net
74.143.194.46 syn-074-143-194-046.biz.spectrum.com
98.72.5.200 adsl-098-072-005-200.sip.mia.bellsouth.net
76.35.184.36 syn-076-035-184-036.res.spectrum.com
184.54.209.174 syn-184-054-209-174.res.spectrum.com
184.54.207.205 syn-184-054-207-205.res.spectrum.com
107.133.219.201 107-133-219-201.lightspeed.rcsntx.sbcglobal.net
74.138.248.178 syn-074-138-248-178.res.spectrum.com
74.138.253.173 syn-074-138-253-173.res.spectrum.com
107.128.147.28 107-128-147-28.lightspeed.lsvlky.sbcglobal.net
96.28.34.156 syn-096-028-034-156.res.spectrum.com
184.54.196.103 syn-184-054-196-103.res.spectrum.com
184.54.215.29 syn-184-054-215-029.res.spectrum.com
76.177.165.107 syn-076-177-165-107.res.spectrum.com
184.54.210.52 syn-184-054-210-052.res.spectrum.com
107.138.160.235 107-138-160-235.lightspeed.lsvlky.sbcglobal.net
99.119.247.35 99-119-247-35.lightspeed.lsvlky.sbcglobal.net
74.142.0.193 syn-074-142-000-193.biz.spectrum.com
74.236.229.24 adsl-074-236-229-024.sip.sdf.bellsouth.net
184.54.203.166 syn-184-054-203-166.res.spectrum.com
98.100.52.170 syn-098-100-052-170.biz.spectrum.com
70.228.90.119 adsl-70-228-90-119.dsl.akrnoh.ameritech.net
172.3.201.115 172-3-201-115.lightspeed.lsvlky.sbcglobal.net
74.138.234.109 syn-074-138-234-109.res.spectrum.com
24.26.61.67 syn-024-026-061-067.res.spectrum.com
104.52.14.87 104-52-14-87.lightspeed.lsvlky.sbcglobal.net
162.234.193.29 162-234-193-29.lightspeed.lsvlky.sbcglobal.net
184.54.204.83 syn-184-054-204-083.res.spectrum.com
24.26.60.67 syn-024-026-060-067.res.spectrum.com
74.136.1.98 syn-074-136-001-098.res.spectrum.com
74.138.243.125 syn-074-138-243-125.res.spectrum.com
184.54.214.190 syn-184-054-214-190.res.spectrum.com
74.136.15.18 syn-074-136-015-018.res.spectrum.com
74.138.226.2 syn-074-138-226-002.res.spectrum.com
76.177.163.6 syn-076-177-163-006.res.spectrum.com
98.27.232.58 syn-098-027-232-058.res.spectrum.com
70.151.179.115 70.151.179.115
12.207.132.228 12.207.132.228
74.129.252.128 syn-074-129-252-128.res.spectrum.com
74.138.244.165 syn-074-138-244-165.res.spectrum.com
98.72.6.119 adsl-098-072-006-119.sip.mia.bellsouth.net
12.1.128.60 12.1.128.60
99.119.247.134 99-119-247-134.lightspeed.lsvlky.sbcglobal.net
98.72.5.218 adsl-098-072-005-218.sip.mia.bellsouth.net
108.239.45.153 108-239-45-153.lightspeed.lsvlky.sbcglobal.net
76.177.163.126 syn-076-177-163-126.res.spectrum.com
108.227.156.207 108-227-156-207.lightspeed.lsvlky.sbcglobal.net
108.239.45.147 108-239-45-147.lightspeed.lsvlky.sbcglobal.net
99.119.244.64 99-119-244-64.lightspeed.lsvlky.sbcglobal.net
76.35.184.125 syn-076-035-184-125.res.spectrum.com
74.138.229.196 syn-074-138-229-196.res.spectrum.com
74.138.246.144 syn-074-138-246-144.res.spectrum.com
184.54.214.216 syn-184-054-214-216.res.spectrum.com
99.119.246.0 99-119-246-0.lightspeed.lsvlky.sbcglobal.net
74.138.229.146 syn-074-138-229-146.res.spectrum.com
172.3.204.225 172-3-204-225.lightspeed.lsvlky.sbcglobal.net
76.177.166.242 syn-076-177-166-242.res.spectrum.com
74.138.228.52 syn-074-138-228-052.res.spectrum.com
99.119.245.53 99-119-245-53.lightspeed.lsvlky.sbcglobal.net
184.54.200.155 syn-184-054-200-155.res.spectrum.com
104.230.42.29 syn-104-230-042-029.res.spectrum.com
184.54.198.79 syn-184-054-198-079.res.spectrum.com
71.66.171.178 syn-071-066-171-178.biz.spectrum.com
107.128.146.100 107-128-146-100.lightspeed.lsvlky.sbcglobal.net
107.133.213.162 107-133-213-162.lightspeed.lsvlky.sbcglobal.net
96.28.33.199 syn-096-028-033-199.res.spectrum.com
47.231.87.54 syn-047-231-087-054.res.spectrum.com
74.129.251.165 syn-074-129-251-165.res.spectrum.com
47.231.87.105 syn-047-231-087-105.res.spectrum.com
74.136.14.64 syn-074-136-014-064.res.spectrum.com
108.255.21.126 108-255-21-126.lightspeed.lsvlky.sbcglobal.net
74.136.0.232 syn-074-136-000-232.res.spectrum.com
74.138.250.242 syn-074-138-250-242.res.spectrum.com
184.54.203.248 syn-184-054-203-248.res.spectrum.com
74.138.245.34 syn-074-138-245-034.res.spectrum.com
74.138.235.204 syn-074-138-235-204.res.spectrum.com
96.28.37.226 syn-096-028-037-226.res.spectrum.com
74.129.240.128 syn-074-129-240-128.res.spectrum.com
184.54.202.37 syn-184-054-202-037.res.spectrum.com
74.138.249.199 syn-074-138-249-199.res.spectrum.com
74.138.250.1 syn-074-138-250-001.res.spectrum.com
74.138.225.87 syn-074-138-225-087.res.spectrum.com
24.26.60.246 syn-024-026-060-246.res.spectrum.com
172.3.205.124 172-3-205-124.lightspeed.lsvlky.sbcglobal.net
184.54.196.34 syn-184-054-196-034.res.spectrum.com
184.54.206.217 syn-184-054-206-217.res.spectrum.com
107.133.216.37 107-133-216-37.lightspeed.rcsntx.sbcglobal.net
69.135.41.141 syn-069-135-041-141.biz.spectrum.com
76.177.167.29 syn-076-177-167-029.res.spectrum.com
70.228.91.135 adsl-70-228-91-135.dsl.akrnoh.ameritech.net
99.119.247.112 99-119-247-112.lightspeed.lsvlky.sbcglobal.net
184.54.199.103 syn-184-054-199-103.res.spectrum.com
96.28.32.239 syn-096-028-032-239.res.spectrum.com
98.72.2.246 adsl-098-072-002-246.sip.mia.bellsouth.net
74.136.13.12 syn-074-136-013-012.res.spectrum.com
70.228.93.168 70-228-93-168.lightspeed.lsvlky.sbcglobal.net
174.101.208.231 syn-174-101-208-231.res.spectrum.com
96.28.39.235 syn-096-028-039-235.res.spectrum.com
76.177.166.64 syn-076-177-166-064.res.spectrum.com
184.54.209.28 syn-184-054-209-028.res.spectrum.com
12.207.140.46 12.207.140.46
108.255.17.160 108.255.17.160
70.228.92.81 70-228-92-81.lightspeed.lsvlky.sbcglobal.net
184.54.220.233 syn-184-054-220-233.res.spectrum.com
76.40.83.74 syn-076-040-083-074.res.spectrum.com
172.3.205.173 172-3-205-173.lightspeed.lsvlky.sbcglobal.net
184.54.223.80 syn-184-054-223-080.res.spectrum.com
12.246.82.170 12.246.82.170
24.26.62.213 syn-024-026-062-213.res.spectrum.com
184.54.206.79 syn-184-054-206-079.res.spectrum.com
74.138.229.251 syn-074-138-229-251.res.spectrum.com
184.54.201.254 syn-184-054-201-254.res.spectrum.com
74.142.93.68 syn-074-142-093-068.biz.spectrum.com
74.136.13.114 syn-074-136-013-114.res.spectrum.com
74.136.2.16 syn-074-136-002-016.res.spectrum.com
98.27.235.190 syn-098-027-235-190.res.spectrum.com
76.35.184.144 syn-076-035-184-144.res.spectrum.com
98.72.1.200 adsl-098-072-001-200.sip.mia.bellsouth.net
24.106.245.138 syn-024-106-245-138.biz.spectrum.com
99.119.246.59 99-119-246-59.lightspeed.lsvlky.sbcglobal.net
184.54.209.42 syn-184-054-209-042.res.spectrum.com
107.133.217.187 107-133-217-187.lightspeed.rcsntx.sbcglobal.net
184.54.193.163 syn-184-054-193-163.res.spectrum.com
99.119.246.100 99-119-246-100.lightspeed.lsvlky.sbcglobal.net
108.239.45.74 108-239-45-74.lightspeed.lsvlky.sbcglobal.net
108.239.44.66 108-239-44-66.lightspeed.lsvlky.sbcglobal.net
76.35.169.83 syn-076-035-169-083.res.spectrum.com
74.136.1.55 syn-074-136-001-055.res.spectrum.com
74.138.236.111 syn-074-138-236-111.res.spectrum.com
107.133.214.233 107-133-214-233.lightspeed.lsvlky.sbcglobal.net
172.3.204.180 172-3-204-180.lightspeed.lsvlky.sbcglobal.net
174.101.212.255 syn-174-101-212-255.res.spectrum.com
184.54.222.144 syn-184-054-222-144.res.spectrum.com
108.255.17.101 108.255.17.101
74.129.248.228 syn-074-129-248-228.res.spectrum.com
96.28.34.235 syn-096-028-034-235.res.spectrum.com
184.54.216.106 syn-184-054-216-106.res.spectrum.com
107.138.161.148 107-138-161-148.lightspeed.lsvlky.sbcglobal.net
74.136.10.165 syn-074-136-010-165.res.spectrum.com
74.129.243.78 syn-074-129-243-078.res.spectrum.com
174.101.212.198 syn-174-101-212-198.res.spectrum.com
184.54.207.220 syn-184-054-207-220.res.spectrum.com
96.11.69.150 syn-096-011-069-150.biz.spectrum.com
76.177.165.54 syn-076-177-165-054.res.spectrum.com
74.136.2.224 syn-074-136-002-224.res.spectrum.com
108.255.16.11 108.255.16.11
184.54.198.34 syn-184-054-198-034.res.spectrum.com
184.54.202.222 syn-184-054-202-222.res.spectrum.com
76.182.150.45 syn-076-182-150-045.res.spectrum.com
74.138.235.238 syn-074-138-235-238.res.spectrum.com
74.136.14.127 syn-074-136-014-127.res.spectrum.com
74.136.4.115 syn-074-136-004-115.res.spectrum.com
172.3.207.104 172-3-207-104.lightspeed.lsvlky.sbcglobal.net
184.54.222.70 syn-184-054-222-070.res.spectrum.com
76.182.151.188 syn-076-182-151-188.res.spectrum.com
74.129.244.1 syn-074-129-244-001.res.spectrum.com
74.136.3.239 syn-074-136-003-239.res.spectrum.com
184.54.199.149 syn-184-054-199-149.res.spectrum.com
74.138.249.200 syn-074-138-249-200.res.spectrum.com
184.54.195.192 syn-184-054-195-192.res.spectrum.com
184.54.210.119 syn-184-054-210-119.res.spectrum.com
74.129.243.117 syn-074-129-243-117.res.spectrum.com
172.3.205.205 172-3-205-205.lightspeed.lsvlky.sbcglobal.net
184.54.193.120 syn-184-054-193-120.res.spectrum.com
74.136.10.204 syn-074-136-010-204.res.spectrum.com
192.60.117.49 syn-192-060-117-049.res.spectrum.com
74.136.14.123 syn-074-136-014-123.res.spectrum.com
98.27.232.47 syn-098-027-232-047.res.spectrum.com
74.129.253.119 syn-074-129-253-119.res.spectrum.com
76.177.162.101 syn-076-177-162-101.res.spectrum.com
74.129.250.217 syn-074-129-250-217.res.spectrum.com
74.138.251.154 syn-074-138-251-154.res.spectrum.com
74.142.56.190 syn-074-142-056-190.biz.spectrum.com
104.52.15.208 104-52-15-208.lightspeed.lsvlky.sbcglobal.net
184.54.206.35 syn-184-054-206-035.res.spectrum.com
70.228.93.194 70-228-93-194.lightspeed.lsvlky.sbcglobal.net
74.138.247.76 syn-074-138-247-076.res.spectrum.com
74.138.255.150 syn-074-138-255-150.res.spectrum.com
174.101.215.197 syn-174-101-215-197.res.spectrum.com
74.136.2.191 syn-074-136-002-191.res.spectrum.com
184.54.200.139 syn-184-054-200-139.res.spectrum.com
70.228.92.24 70-228-92-24.lightspeed.lsvlky.sbcglobal.net
107.138.161.158 107-138-161-158.lightspeed.lsvlky.sbcglobal.net
172.3.203.38 172-3-203-38.lightspeed.lsvlky.sbcglobal.net
174.101.212.162 syn-174-101-212-162.res.spectrum.com
99.119.245.246 99-119-245-246.lightspeed.lsvlky.sbcglobal.net
107.133.212.114 107-133-212-114.lightspeed.lsvlky.sbcglobal.net
74.129.254.253 syn-074-129-254-253.res.spectrum.com
74.138.254.37 syn-074-138-254-037.res.spectrum.com
74.136.3.228 syn-074-136-003-228.res.spectrum.com
162.234.193.163 162-234-193-163.lightspeed.lsvlky.sbcglobal.net
74.138.244.94 syn-074-138-244-094.res.spectrum.com
74.136.12.69 syn-074-136-012-069.res.spectrum.com
74.136.12.135 syn-074-136-012-135.res.spectrum.com
74.138.230.212 syn-074-138-230-212.res.spectrum.com
74.136.13.244 syn-074-136-013-244.res.spectrum.com
99.119.244.165 99-119-244-165.lightspeed.lsvlky.sbcglobal.net
98.27.233.6 syn-098-027-233-006.res.spectrum.com
172.3.204.118 172-3-204-118.lightspeed.lsvlky.sbcglobal.net
184.54.215.156 syn-184-054-215-156.res.spectrum.com
74.138.240.175 syn-074-138-240-175.res.spectrum.com
74.129.247.90 syn-074-129-247-090.res.spectrum.com
24.26.63.65 syn-024-026-063-065.res.spectrum.com
184.54.215.8 syn-184-054-215-008.res.spectrum.com
184.54.223.122 syn-184-054-223-122.res.spectrum.com
107.128.146.51 107-128-146-51.lightspeed.lsvlky.sbcglobal.net
76.177.165.185 syn-076-177-165-185.res.spectrum.com
76.177.160.198 syn-076-177-160-198.res.spectrum.com
70.228.90.170 adsl-70-228-90-170.dsl.akrnoh.ameritech.net
184.54.202.160 syn-184-054-202-160.res.spectrum.com
74.138.254.244 syn-074-138-254-244.res.spectrum.com
174.101.214.56 syn-174-101-214-056.res.spectrum.com
108.239.44.179 108-239-44-179.lightspeed.lsvlky.sbcglobal.net
74.182.80.173 adsl-074-182-080-173.sip.mob.bellsouth.net
12.191.168.165 12.191.168.165
98.30.193.181 syn-098-030-193-181.res.spectrum.com
172.3.205.69 172-3-205-69.lightspeed.lsvlky.sbcglobal.net
12.207.135.11 12.207.135.11
76.177.166.147 syn-076-177-166-147.res.spectrum.com
104.52.13.125 104-52-13-125.lightspeed.lsvlky.sbcglobal.net
174.101.209.169 syn-174-101-209-169.res.spectrum.com
74.138.234.143 syn-074-138-234-143.res.spectrum.com
74.138.248.193 syn-074-138-248-193.res.spectrum.com
74.136.8.125 syn-074-136-008-125.res.spectrum.com
104.52.13.107 104-52-13-107.lightspeed.lsvlky.sbcglobal.net
24.26.61.112 syn-024-026-061-112.res.spectrum.com
70.228.93.31 70-228-93-31.lightspeed.lsvlky.sbcglobal.net
96.28.33.14 syn-096-028-033-014.res.spectrum.com
96.28.32.14 syn-096-028-032-014.res.spectrum.com
74.138.230.18 syn-074-138-230-018.res.spectrum.com
99.119.247.151 99-119-247-151.lightspeed.lsvlky.sbcglobal.net
108.255.20.198 108-255-20-198.lightspeed.lsvlky.sbcglobal.net
12.244.135.5 12.244.135.5
98.72.5.215 adsl-098-072-005-215.sip.mia.bellsouth.net
174.101.212.232 syn-174-101-212-232.res.spectrum.com
76.35.185.176 syn-076-035-185-176.res.spectrum.com
107.133.216.35 107-133-216-35.lightspeed.rcsntx.sbcglobal.net
98.27.234.225 syn-098-027-234-225.res.spectrum.com
74.138.233.232 syn-074-138-233-232.res.spectrum.com
76.177.164.180 syn-076-177-164-180.res.spectrum.com
74.138.225.120 syn-074-138-225-120.res.spectrum.com
98.27.234.159 syn-098-027-234-159.res.spectrum.com
74.138.244.193 syn-074-138-244-193.res.spectrum.com
74.136.13.128 syn-074-136-013-128.res.spectrum.com
184.54.221.254 syn-184-054-221-254.res.spectrum.com
172.3.201.82 172-3-201-82.lightspeed.lsvlky.sbcglobal.net
74.143.26.49 syn-074-143-026-049.biz.spectrum.com
76.35.184.65 syn-076-035-184-065.res.spectrum.com
76.182.151.104 syn-076-182-151-104.res.spectrum.com
74.138.230.158 syn-074-138-230-158.res.spectrum.com
184.54.222.111 syn-184-054-222-111.res.spectrum.com
74.138.226.170 syn-074-138-226-170.res.spectrum.com
74.129.241.21 syn-074-129-241-021.res.spectrum.com
74.138.231.221 syn-074-138-231-221.res.spectrum.com
74.138.249.11 syn-074-138-249-011.res.spectrum.com
184.54.201.4 syn-184-054-201-004.res.spectrum.com
172.3.201.151 172-3-201-151.lightspeed.lsvlky.sbcglobal.net
74.129.253.136 syn-074-129-253-136.res.spectrum.com
184.54.212.251 syn-184-054-212-251.res.spectrum.com
12.207.141.245 12.207.141.245
184.54.198.115 syn-184-054-198-115.res.spectrum.com
108.255.16.57 108.255.16.57
184.54.219.83 syn-184-054-219-083.res.spectrum.com
184.54.194.245 syn-184-054-194-245.res.spectrum.com
74.129.247.116 syn-074-129-247-116.res.spectrum.com
74.219.48.60 syn-074-219-048-060.biz.spectrum.com
104.52.14.227 104-52-14-227.lightspeed.lsvlky.sbcglobal.net
74.138.230.27 syn-074-138-230-027.res.spectrum.com
184.54.218.252 syn-184-054-218-252.res.spectrum.com
74.138.236.249 syn-074-138-236-249.res.spectrum.com
107.133.212.61 107-133-212-61.lightspeed.lsvlky.sbcglobal.net
69.135.41.139 syn-069-135-041-139.biz.spectrum.com
107.128.147.161 107-128-147-161.lightspeed.lsvlky.sbcglobal.net
74.138.240.91 syn-074-138-240-091.res.spectrum.com
174.101.211.98 syn-174-101-211-098.res.spectrum.com
74.138.228.85 syn-074-138-228-085.res.spectrum.com
74.129.242.211 syn-074-129-242-211.res.spectrum.com
184.54.195.90 syn-184-054-195-090.res.spectrum.com
74.138.245.245 syn-074-138-245-245.res.spectrum.com
96.28.38.8 syn-096-028-038-008.res.spectrum.com
172.3.207.111 172-3-207-111.lightspeed.lsvlky.sbcglobal.net
68.17.33.76 68.17.33.76
74.129.243.161 syn-074-129-243-161.res.spectrum.com
107.133.219.77 107-133-219-77.lightspeed.rcsntx.sbcglobal.net
99.119.247.252 99-119-247-252.lightspeed.lsvlky.sbcglobal.net
76.35.185.198 syn-076-035-185-198.res.spectrum.com
74.138.225.77 syn-074-138-225-077.res.spectrum.com
184.54.198.192 syn-184-054-198-192.res.spectrum.com
74.129.255.85 syn-074-129-255-085.res.spectrum.com
74.138.244.11 syn-074-138-244-011.res.spectrum.com
74.136.7.43 syn-074-136-007-043.res.spectrum.com
174.101.209.190 syn-174-101-209-190.res.spectrum.com
98.72.7.4 adsl-098-072-007-004.sip.mia.bellsouth.net
172.3.206.249 172-3-206-249.lightspeed.lsvlky.sbcglobal.net
12.207.132.190 12.207.132.190
174.101.211.33 syn-174-101-211-033.res.spectrum.com
70.63.29.44 syn-070-063-029-044.biz.spectrum.com
107.133.214.21 107-133-214-21.lightspeed.lsvlky.sbcglobal.net
184.54.223.18 syn-184-054-223-018.res.spectrum.com
74.136.7.129 syn-074-136-007-129.res.spectrum.com
147.0.211.17 syn-147-000-211-017.biz.spectrum.com
76.182.150.247 syn-076-182-150-247.res.spectrum.com
74.138.255.34 syn-074-138-255-034.res.spectrum.com
99.119.246.213 99-119-246-213.lightspeed.lsvlky.sbcglobal.net
174.101.213.251 syn-174-101-213-251.res.spectrum.com
96.28.35.103 syn-096-028-035-103.res.spectrum.com
184.54.197.119 syn-184-054-197-119.res.spectrum.com
98.30.193.204 syn-098-030-193-204.res.spectrum.com
12.207.132.198 12.207.132.198
76.177.165.74 syn-076-177-165-074.res.spectrum.com
108.239.44.213 108-239-44-213.lightspeed.lsvlky.sbcglobal.net
172.3.201.235 172-3-201-235.lightspeed.lsvlky.sbcglobal.net
107.133.215.6 107-133-215-6.lightspeed.lsvlky.sbcglobal.net
184.54.192.179 syn-184-054-192-179.res.spectrum.com
12.39.61.140 12.39.61.140
74.129.247.129 syn-074-129-247-129.res.spectrum.com
96.28.35.153 syn-096-028-035-153.res.spectrum.com
174.101.213.87 syn-174-101-213-087.res.spectrum.com
96.28.35.239 syn-096-028-035-239.res.spectrum.com
74.138.235.230 syn-074-138-235-230.res.spectrum.com
174.101.210.200 syn-174-101-210-200.res.spectrum.com
76.40.83.175 syn-076-040-083-175.res.spectrum.com
74.136.5.86 syn-074-136-005-086.res.spectrum.com
184.54.193.115 syn-184-054-193-115.res.spectrum.com
74.136.1.102 syn-074-136-001-102.res.spectrum.com
184.54.211.27 syn-184-054-211-027.res.spectrum.com
107.138.161.188 107-138-161-188.lightspeed.lsvlky.sbcglobal.net
107.138.160.28 107-138-160-28.lightspeed.lsvlky.sbcglobal.net
184.54.213.134 syn-184-054-213-134.res.spectrum.com
162.155.19.28 syn-162-155-019-028.biz.spectrum.com
96.28.34.52 syn-096-028-034-052.res.spectrum.com
174.101.215.7 syn-174-101-215-007.res.spectrum.com
76.177.167.170 syn-076-177-167-170.res.spectrum.com
74.129.248.4 syn-074-129-248-004.res.spectrum.com
98.27.232.26 syn-098-027-232-026.res.spectrum.com
98.27.232.45 syn-098-027-232-045.res.spectrum.com
96.28.36.250 syn-096-028-036-250.res.spectrum.com
107.138.160.52 107-138-160-52.lightspeed.lsvlky.sbcglobal.net
184.54.213.37 syn-184-054-213-037.res.spectrum.com
98.72.2.38 adsl-098-072-002-038.sip.mia.bellsouth.net
74.136.15.239 syn-074-136-015-239.res.spectrum.com
74.136.2.131 syn-074-136-002-131.res.spectrum.com
76.35.169.8 syn-076-035-169-008.res.spectrum.com
107.133.217.242 107-133-217-242.lightspeed.rcsntx.sbcglobal.net
184.54.219.162 syn-184-054-219-162.res.spectrum.com
108.239.44.185 108-239-44-185.lightspeed.lsvlky.sbcglobal.net
99.119.247.88 99-119-247-88.lightspeed.lsvlky.sbcglobal.net
76.35.184.168 syn-076-035-184-168.res.spectrum.com
24.26.63.210 syn-024-026-063-210.res.spectrum.com
12.207.132.244 12.207.132.244
162.234.193.250 162-234-193-250.lightspeed.lsvlky.sbcglobal.net
12.207.134.123 12.207.134.123
107.133.216.117 107-133-216-117.lightspeed.rcsntx.sbcglobal.net
24.26.60.74 syn-024-026-060-074.res.spectrum.com
184.54.194.139 syn-184-054-194-139.res.spectrum.com
74.138.234.27 syn-074-138-234-027.res.spectrum.com
108.255.16.117 108.255.16.117
184.54.212.152 syn-184-054-212-152.res.spectrum.com
74.138.233.223 syn-074-138-233-223.res.spectrum.com
74.142.9.90 syn-074-142-009-090.biz.spectrum.com
184.54.197.224 syn-184-054-197-224.res.spectrum.com
184.54.211.1 syn-184-054-211-001.res.spectrum.com
184.54.215.91 syn-184-054-215-091.res.spectrum.com
98.72.1.115 adsl-098-072-001-115.sip.mia.bellsouth.net
74.138.236.59 syn-074-138-236-059.res.spectrum.com
74.138.224.254 syn-074-138-224-254.res.spectrum.com
184.54.201.239 syn-184-054-201-239.res.spectrum.com
107.138.163.66 107-138-163-66.lightspeed.lsvlky.sbcglobal.net
74.138.254.26 syn-074-138-254-026.res.spectrum.com
74.129.246.215 syn-074-129-246-215.res.spectrum.com
12.152.211.158 12.152.211.158
74.138.224.140 syn-074-138-224-140.res.spectrum.com
74.138.240.104 syn-074-138-240-104.res.spectrum.com
12.207.132.241 12.207.132.241
74.136.3.65 syn-074-136-003-065.res.spectrum.com
172.3.206.138 172-3-206-138.lightspeed.lsvlky.sbcglobal.net
74.136.15.43 syn-074-136-015-043.res.spectrum.com
108.227.157.29 108-227-157-29.lightspeed.lsvlky.sbcglobal.net
184.54.216.51 syn-184-054-216-051.res.spectrum.com
76.177.165.250 syn-076-177-165-250.res.spectrum.com
74.129.244.24 syn-074-129-244-024.res.spectrum.com
98.123.202.13 syn-098-123-202-013.biz.spectrum.com
99.119.245.249 99-119-245-249.lightspeed.lsvlky.sbcglobal.net
184.54.217.175 syn-184-054-217-175.res.spectrum.com
104.52.15.121 104-52-15-121.lightspeed.lsvlky.sbcglobal.net
172.3.206.76 172-3-206-76.lightspeed.lsvlky.sbcglobal.net
98.72.0.212 adsl-098-072-000-212.sip.mia.bellsouth.net
98.72.1.103 adsl-098-072-001-103.sip.mia.bellsouth.net
172.3.206.43 172-3-206-43.lightspeed.lsvlky.sbcglobal.net
184.54.218.5 syn-184-054-218-005.res.spectrum.com
74.129.255.148 syn-074-129-255-148.res.spectrum.com
108.255.21.70 108-255-21-70.lightspeed.lsvlky.sbcglobal.net
74.138.251.132 syn-074-138-251-132.res.spectrum.com
74.136.7.180 syn-074-136-007-180.res.spectrum.com
74.138.244.155 syn-074-138-244-155.res.spectrum.com
76.35.185.139 syn-076-035-185-139.res.spectrum.com
12.207.141.225 12.207.141.225
107.133.219.249 107-133-219-249.lightspeed.rcsntx.sbcglobal.net
74.142.0.221 syn-074-142-000-221.biz.spectrum.com
184.54.222.174 syn-184-054-222-174.res.spectrum.com
74.138.233.61 syn-074-138-233-061.res.spectrum.com
184.54.210.43 syn-184-054-210-043.res.spectrum.com
147.0.10.67 syn-147-000-010-067.biz.spectrum.com
74.138.226.47 syn-074-138-226-047.res.spectrum.com
76.41.229.168 syn-076-041-229-168.res.spectrum.com
74.138.240.151 syn-074-138-240-151.res.spectrum.com
74.138.245.123 syn-074-138-245-123.res.spectrum.com
184.54.201.136 syn-184-054-201-136.res.spectrum.com
98.27.232.167 syn-098-027-232-167.res.spectrum.com
162.234.193.161 162-234-193-161.lightspeed.lsvlky.sbcglobal.net
98.72.7.0 98.72.7.0
74.129.248.48 syn-074-129-248-048.res.spectrum.com
70.228.91.77 adsl-70-228-91-77.dsl.akrnoh.ameritech.net
74.138.231.101 syn-074-138-231-101.res.spectrum.com
184.54.194.216 syn-184-054-194-216.res.spectrum.com
74.138.241.193 syn-074-138-241-193.res.spectrum.com
104.52.15.141 104-52-15-141.lightspeed.lsvlky.sbcglobal.net
172.3.203.134 172-3-203-134.lightspeed.lsvlky.sbcglobal.net
107.133.212.70 107-133-212-70.lightspeed.lsvlky.sbcglobal.net
184.54.221.255 syn-184-054-221-255.res.spectrum.com
74.138.244.43 syn-074-138-244-043.res.spectrum.com
107.133.219.69 107-133-219-69.lightspeed.rcsntx.sbcglobal.net
74.129.254.184 syn-074-129-254-184.res.spectrum.com
74.129.253.49 syn-074-129-253-049.res.spectrum.com
184.54.207.210 syn-184-054-207-210.res.spectrum.com
184.54.199.40 syn-184-054-199-040.res.spectrum.com
107.133.212.83 107-133-212-83.lightspeed.lsvlky.sbcglobal.net
74.138.227.209 syn-074-138-227-209.res.spectrum.com
184.54.205.13 syn-184-054-205-013.res.spectrum.com
74.138.242.185 syn-074-138-242-185.res.spectrum.com
108.255.16.156 108.255.16.156
74.138.255.95 syn-074-138-255-095.res.spectrum.com
162.234.193.19 162-234-193-19.lightspeed.lsvlky.sbcglobal.net
74.138.248.145 syn-074-138-248-145.res.spectrum.com
